,0,1,2,3,4,mean,std
ind_recibo_ult1_lag_1,997.8445691386431,542.283124515611,1292.9063832881536,225.14522551382004,581.9928453335456,728.0344295579546,418.5113734187444
ind_cco_fin_ult1,144.83141510094958,227.2352004773652,69.844218338771,121.50216717237143,221.89643125311378,157.0618864685142,67.35876315798555
ind_nom_pens_ult1_dist_neg_flank,108.47419952811043,128.14290739376247,145.7799317094096,113.24310437778784,146.58430490840806,128.4448895834957,17.74511201576742
ind_nomina_ult1_dist_neg_flank,98.37920816809903,91.42738773546633,81.38169734293675,111.51226913989268,98.44814790054167,96.22974205738728,11.029780164957348
ind_ctma_fin_ult1_p3,96.38661615577777,16.393091469325,134.2893365909,97.26319015842306,127.58250326369561,94.3829475276243,46.876056048690785
ind_nom_pens_ult1_dist_last_one,24.34014337359226,131.8348446300123,51.39149956050371,103.21569306163582,96.9028518615095,81.53700649745072,43.05862258422996
ind_nom_pens_ult1_lag_mean,1.5590182039393934,2.6429629330382345,19.415332837083717,4.86476720582857,356.4280885591748,76.98203394781294,156.38082639841363
ind_nomina_ult1_p1,121.6175121265245,114.38381701049998,36.45756815373442,45.557491170086095,14.787350024567852,66.56074769708258,48.33765658859875
ind_ecue_fin_ult1_p1,50.43411367443808,55.87185939671169,74.1962145118818,45.881868675120685,61.67673693962753,57.61215863955596,10.996640163698494
ind_nom_pens_ult1_dist_neg_flank_first,76.50646889087636,57.83566684701492,22.536099244987323,61.35946003536889,45.23478819378662,52.69449664240683,20.20952391667788
ind_tjcr_fin_ult1_p1,52.44205678307999,26.439827843728697,20.337722335822214,70.86960914360425,59.87368867034813,45.992580955316654,21.757925833814138
ind_tjcr_fin_ult1_dist_neg_flank,44.547012313372285,46.893895041079695,37.24901238879688,44.141670192089805,47.96149939470936,44.15861786600961,4.178439734724756
ind_nom_pens_ult1_dist_first_one,63.99278139551759,23.64565931476812,79.3606137984908,26.800012599762905,14.693473207280144,41.698508063163914,28.251598425618205
ind_ctma_fin_ult1_dist_pos_flank_first,47.98361922709121,40.90415797466908,40.78564707649186,45.52925959308971,33.01938387616059,41.64441354950049,5.721760053567777
ind_cco_fin_ult1_new,40.58598690930232,34.270212287270304,49.71444587012905,43.83278870756272,34.92882624582673,40.66645200401822,6.436819626337719
ind_recibo_ult1_new,38.72829698248236,36.616691607796696,24.379057989414235,51.13083590919941,46.60631122459884,39.49223874269831,10.287463026680834
ind_nom_pens_ult1_p1,26.192798761616412,48.49994976191594,62.19449805340675,32.20156379850939,23.18476810048394,38.45471569518649,16.485689316379062
ind_nomina_ult1_dist_neg_flank_first,26.895044661025562,28.5648721803373,57.462921764228305,37.50484088669538,39.284959699922375,37.94252783844179,12.176070613970708
ind_recibo_ult1_p1,5.80511564007088,89.80649932009304,3.531742223056041,3.943548165618787,85.72333497225621,37.762048064218995,45.677018980371464
ind_ctju_fin_ult1,33.02011306764728,39.49955175240256,40.391703294816125,26.453664556687368,39.826329254600005,35.83827238523067,6.0426853153422
ind_recibo_ult1_dist_last_one,28.411579244817702,33.16112448493543,38.75621753443163,26.342441441640336,30.188812298655115,31.37203500089604,4.8266996614812925
ind_reca_fin_ult1_lag_1,25.3818314216,35.81517944305263,29.510756919850003,24.836752069055553,26.70856826209091,28.45061762312982,4.496467366106295
ind_ctju_fin_ult1_dist_pos_flank,9.48027515,,44.6978035,,,27.089039325,24.902553112914482
ind_ctma_fin_ult1_lag_mean,30.215667833011768,4.534326139552381,4.468166557037036,40.11249715853846,50.08108060494167,25.88234765861626,20.74342467964958
ind_nomina_ult1_dist_last_one,35.50641122673077,16.011399681144447,18.434086621424846,29.165963401349202,26.962680684759306,25.216108323081713,7.988502418279645
ind_nom_pens_ult1,15.366722961887037,27.278115613841653,47.81497908129349,18.212521229327265,11.722589985043484,24.078985774278586,14.462289380234873
ind_ctju_fin_ult1_p1,5.00783157,16.20737482,,49.6128616,25.1744232,24.0006227975,18.96334548993052
ind_ctpp_fin_ult1_p1,22.380338051333332,21.574091600870965,22.527682098,23.899342149090902,22.695758355384616,22.615442450935962,0.836994120442432
ind_ctma_fin_ult1_dist_last_one,24.809341726226393,24.08008529432258,23.325996556535003,19.765863391885237,15.365686160711759,21.469394625936197,3.9234933038454227
ind_nom_pens_ult1_lag_1,11.809859328571429,29.320525027000002,18.538953978545457,16.894458949636363,20.82785276025,19.478330008800647,6.4236725084465425
ind_ctju_fin_ult1_lag_exp_mean2,37.588507764054555,13.284709758400002,4.182535082692308,21.397413652727273,18.10789648833334,18.912212549241495,12.290843519984161
ind_ctma_fin_ult1_lag_exp_mean1,16.974213988998276,18.85409355452692,23.607117052433107,13.647609253609595,19.7453466178457,18.56567609348272,3.660978939844447
ind_recibo_ult1_dist_neg_flank,7.598512776825857,17.47061284023088,34.23771608956319,25.0643533191304,8.24472089904458,18.523183184958985,11.356017853477182
ind_nom_pens_ult1_lag_exp_mean2,12.153823749492895,13.575937321586835,20.595890396033706,30.504840222828722,15.734367883733889,18.51297191473521,7.427603436522066
ind_tjcr_fin_ult1,16.60437151509914,27.195974134448917,14.106476968004925,21.311757797083676,11.51337443826366,18.146390970580065,6.217116294017976
ind_ctma_fin_ult1_dist_pos_flank,19.467968245515582,30.931793953105522,16.512250158403894,19.099794906275676,4.279655783956451,18.058292609451424,9.500526686815766
ind_cno_fin_ult1_dist_last_one,17.701353147216157,23.418071672525475,13.79305438119351,16.38621553056507,17.239955763606705,17.707730099021383,3.531923736112857
ind_cno_fin_ult1,26.867135830946072,16.46355020273857,11.147232384153229,16.585710524916674,16.44634125149688,17.501994038850285,5.725408726898436
ind_ecue_fin_ult1_dist_neg_flank,21.134226189452374,15.370043396103094,18.23754249084464,16.139055217659863,16.263183620147615,17.428810182841517,2.3262002044160766
ind_valo_fin_ult1_p1,15.282851742230772,21.159799709571427,20.83796929235833,18.839855600125,10.309200628375002,17.285935394532107,4.547680993193497
ind_nom_pens_ult1_lag_exp_mean1,52.930834053688294,6.3291812308263955,13.572564548209366,3.1682654570241264,7.947825098403469,16.789734077630328,20.55283566141374
ind_cno_fin_ult1_new,13.649602426204334,14.969495367468545,18.681309291593386,18.101748885037654,16.42275088903712,16.364981371868208,2.103909322585165
ind_ctop_fin_ult1_dist_neg_flank,15.259173664048607,15.203663714737264,16.10096522469826,16.1764656283686,18.53110646026616,16.25427493842378,1.3516222128897668
ind_ctop_fin_ult1_p1,13.326915255181818,9.72560982362963,16.170553637588885,18.30068552311765,23.147956813588227,16.134344210621244,5.070469439119413
ind_plan_fin_ult1_dist_pos_flank,,16.0171223,,,,16.0171223,
ind_tjcr_fin_ult1_dist_neg_flank_first,13.273442530030774,15.589695334040087,30.609951579992845,9.097630681063247,10.847750666366993,15.88369415829879,8.59031272557264
ind_ctju_fin_ult1_dist_last_one,12.599259552306668,14.35781523903024,15.364895275804875,17.04329096468182,13.351114825437495,14.543275171452219,1.7435579261168577
ind_ctop_fin_ult1_dist_neg_flank_first,11.24105526967078,17.279911674541996,10.98140796961734,14.525575722169386,12.039878939402021,13.213565915080304,2.669616359423868
ind_ctpp_fin_ult1_dist_neg_flank_first,11.69242202448529,9.483648288128848,16.084032025871696,14.668337297125007,13.534967847155361,13.09268149655324,2.5793571726151208
ind_reca_fin_ult1_dist_last_one,8.106701356997059,5.817423273346876,35.60714565235105,4.89170694015714,8.8144852522225,12.647492495014925,12.935015045732392
ind_ecue_fin_ult1_lag_1,14.562715859843744,10.80195023327451,10.858301607538463,16.698165766312243,10.181762140571427,12.620579121508078,2.861794423615362
ind_nomina_ult1,19.157248643217244,7.842351757933333,10.109026295241057,16.670174145499995,9.307694530379164,12.617299074454158,4.981008260184929
ind_recibo_ult1,9.207587165056427,15.842308556652666,20.223530862830536,6.8341636247131365,8.525852328337017,12.126688507517956,5.675884995934177
ind_reca_fin_ult1_new,11.79315609536006,12.072487097738232,10.666747913085972,12.634837012865388,13.074808853795716,12.048407394569074,0.9181660570591926
ind_ctma_fin_ult1_dist_first_one,9.069954645633013,15.81589398197999,7.960235616671862,14.275492702777722,13.059301537929086,12.036175696998333,3.3822829685196454
ind_ctpp_fin_ult1_dist_neg_flank,11.37439132037149,11.132730328118594,10.549233995256527,11.279268564051032,10.605194856055956,10.988163812770718,0.38540165662446885
ind_valo_fin_ult1_dist_neg_flank,10.416052162389239,12.119312640626273,10.656247700703998,11.492965493293845,9.903232345118129,10.917562068426296,0.8837357794259127
ind_ctju_fin_ult1_lag_2,13.773911644142855,11.689331996666667,19.12583105604,5.433910605944445,1.480739371625,10.300744934883793,6.952549542893216
ind_cno_fin_ult1_dist_neg_flank,12.722450193408298,13.669097665370805,7.9533540212260885,8.423669593141154,8.694792617269183,10.292672818083105,2.68434672999545
ind_ctju_fin_ult1_dist_pos_flank_first,4.30096579,,15.4961376,,,9.898551695,7.916181903399475
ind_cno_fin_ult1_lag_1,1.2585054703555558,9.9837700029,1.8561116534166666,0.96643916504,32.29082275190909,9.271129808724263,13.403046752170988
dist_first_valid_month,10.57459160855132,8.494437349032102,9.189181259738298,6.321139850529583,10.368437127364075,8.989557439043075,1.71894506263162
ind_ctju_fin_ult1_dist_neg_flank,10.94869946032258,8.152292111999998,11.430847564739134,10.112387367411765,4.1927899497727275,8.967403290849239,2.9481527914943277
ind_nomina_ult1_lag_exp_mean2,8.254866215668061,5.939834259986206,22.66974901225199,3.4736025845734004,4.441278829045035,8.955866180304938,7.87551815610271
first_valid_month,9.127825749843787,7.917766687728894,8.2851564235839,9.701050832566946,7.702430961487355,8.546846131042177,0.8436505849651252
ind_plan_fin_ult1_dist_pos_flank_first,8.53707027,,,,,8.53707027,
ind_pres_fin_ult1_lag_1,,,0.360747784,23.5408173,0.633471072,8.178345385333333,13.304989740493825
ind_ctma_fin_ult1_lag_exp_mean2,22.425887178192855,5.479660540173169,4.957531464659323,5.808630543072243,1.7449321891409093,8.0833283830477,8.179367365165566
ind_recibo_ult1_dist_neg_flank_first,28.0706468257339,2.4008876612274537,3.1344977519686856,4.106512215377036,2.523806591880692,8.047270209237555,11.21372823952705
ind_nom_pens_ult1_new,7.830311498485894,6.40456170229059,8.227167601812358,8.741587846220158,8.299020220062236,7.900529773774247,0.8966209713136438
ind_ctju_fin_ult1_p3,9.495523011666664,6.325414996,9.039103707692307,10.757357738,3.7455090326666665,7.872581697205128,2.8170506960463046
ind_recibo_ult1_lag_exp_mean2,8.448108956026456,5.510983153881917,6.857291642155709,7.65261869086964,10.81369988848955,7.856540466284654,1.9771486119642114
ind_nomina_ult1_p0,7.430323872150848,8.695029156311572,7.922244386019641,5.6050866534265245,8.8883081719176,7.708198447965238,1.3145914737392481
ind_new,8.620829018131023,7.230584700119353,7.783863475606118,8.069286511100865,6.510083032571176,7.6429293475057065,0.8079757896605497
n_new,6.57611979282406,7.385254595636914,7.51586046645613,7.75834416192665,8.297773880967359,7.506670579562223,0.6264852527049095
ind_nomina_ult1_new,6.900778908944042,9.511181167743628,5.842380089962852,6.826629104694649,7.882407373246814,7.392675328918398,1.3868751032670952
ind_tjcr_fin_ult1_new,7.136819215134578,6.617262244089184,8.45683046669884,7.135355760762852,7.410580491860982,7.351369635709287,0.6813877592655594
ind_valo_fin_ult1_dist_neg_flank_first,9.066795301259182,3.9409530291254247,8.626009138739214,7.008131964756867,7.808467290690171,7.290071344914172,2.031397023593155
ind_ctju_fin_ult1_new,8.41303240455148,5.65864589256045,6.257782605142551,6.165206144985181,6.01613408835877,6.5021602271196866,1.0922944651327986
ind_cco_fin_ult1_dist_last_one,3.754397050162601,1.9820635814796859,6.462641967415959,3.614269402827967,15.454361943378887,6.25354678905302,5.3887805584636475
ind_nomina_ult1_dist_first_one,3.196577139009276,17.43665788707333,2.371103851322489,2.3995821074423076,4.939985300831223,6.068781257135724,6.439879588901607
ind_nom_pens_ult1_dist_pos_flank,8.613196189372538,7.460572061816533,2.988496451878795,3.6811822684357334,4.157389347113645,5.380167263723449,2.4941123309608324
ind_reca_fin_ult1_lag_3,2.472126244740625,4.15150668551613,2.8453285094068965,8.87814557690698,8.041502020103447,5.2777218073348156,2.985707474881691
ind_reca_fin_ult1_p0,7.636535035553007,3.060567713197727,7.174989980231865,3.468125891923287,4.850326550200001,5.238109034221177,2.0933738836254707
ind_cno_fin_ult1_p1,2.4298500652947146,8.965957804541938,4.035091264629579,3.2539464015604658,7.384664808094999,5.213902068824339,2.8183372669989564
ind_ctpp_fin_ult1_lag_2,1.7525436120000006,4.997973072080001,6.232130792999999,5.7546930276521735,6.754699298995652,5.098407960745566,1.9789033549954969
ind_ctpp_fin_ult1_lag_1,19.85565323457143,1.0200084617142857,1.315649082953846,1.4785247077916663,1.8176213386499998,5.097491365136246,8.255089440718772
ind_reca_fin_ult1,5.07484227233647,7.917087048742413,3.402086285358954,3.6619130428410935,4.710606895713329,4.953307108998452,1.7980301998634642
ind_ctju_fin_ult1_dist_neg_flank_first,2.85919575425,3.5810180596428576,3.853136853142857,4.286314665,10.10867549,4.9376681644071425,2.936849220430755
ind_cno_fin_ult1_dist_neg_flank_first,7.431653227081025,4.417272122116755,2.657635958930689,1.9438884488426693,7.54635403590284,4.799360758574796,2.615417493470592
ind_recibo_ult1_dist_first_one,9.842940583013819,2.538298400356501,3.832763679283587,3.946306664827618,3.5867631398525575,4.7494144934668165,2.901294171216218
ind_dela_fin_ult1_dist_neg_flank,4.229464147417403,3.902505484059029,5.075768699830717,4.82167019260432,5.670968291414219,4.740075363065137,0.6978818833388337
ind_tjcr_fin_ult1_p0,5.675046329510347,5.017627174044588,4.205249749268604,3.904536224884935,4.811027237888279,4.722697343119351,0.6962208692527024
ind_ctju_fin_ult1_p0,5.346459271176472,4.380317685780001,6.320799414736842,4.395240404628573,3.0788981511599998,4.704342985496377,1.2111825235895162
ind_dela_fin_ult1_p1,10.866194044107896,1.5810868502055557,1.7318446326623076,6.47848464245278,2.5624207907666667,4.644006192039041,4.008618542488955
ind_ecue_fin_ult1_dist_neg_flank_first,5.583856936600834,3.3675580393982623,3.694415741883333,7.824504530916239,1.8693233824066038,4.467931726241055,2.2953095990301873
ind_fond_fin_ult1_dist_neg_flank,4.54615975029183,4.305253781538807,4.864528272468271,4.149557911592127,4.288369742568141,4.430773891691834,0.28132429081556337
ind_nomina_ult1_lag_2,3.755490428043999,4.854332921696971,8.295179484332143,2.425901118733333,2.3920101036999997,4.344582811301288,2.4345414711957303
ind_ctju_fin_ult1_lag_exp_mean1,3.2503835434482755,1.5926394808411763,4.499013924412499,6.216036821916664,6.163179568322499,4.344250667788223,1.9750915692336015
ind_cder_fin_ult1_p1,,,,4.27022696,,4.27022696,
ind_cco_fin_ult1_lag_exp_mean2,3.3101840904723847,3.9941770756599264,6.211294527203247,4.9904475274674756,2.566313462560403,4.2144833366726875,1.4293469894741306
ind_plan_fin_ult1_lag_1,14.965964555,0.87573029,2.4757696725,0.0507273376,2.6293463088333335,4.199507632786667,6.115822666636899
ind_ctju_fin_ult1_lag_mean,4.29583478,2.9583114557142856,3.1699981902000003,3.161162733333333,6.778128615599999,4.072687154969524,1.601309284374943
ind_ctma_fin_ult1_dist_neg_flank,3.5497147668277367,4.928283792925164,3.0570269044510905,4.235086780563252,3.9724190725209105,3.948506263457631,0.7064761722433298
ind_cco_fin_ult1_lag_1,2.8261664056130438,1.797681735668,2.745978272225926,9.344928013564104,2.9259650424758625,3.928143893909387,3.0617254775169203
ind_cder_fin_ult1_dist_neg_flank,4.2453281875,3.92040133,,3.692870379,3.6836303066666667,3.885557550791667,0.26366137252166677
ind_hip_fin_ult1_lag_1,2.7411007056666663,7.9577665598,3.1250435314000007,3.307436209,2.2164900137272725,3.8695674039187877,2.323240278265761
ind_ecue_fin_ult1_dist_last_one,4.89239279215782,2.169829746685826,3.0676672275073336,4.416999122053246,4.413656275778016,3.7921090328364486,1.134023694794105
ind_nom_pens_ult1_p0,2.927295003289941,6.104232630253433,2.4806670379586375,4.441211390243094,2.946531166667541,3.7799874456825293,1.495769039251381
ind_nomina_ult1_lag_1,,3.4550650099999998,2.9393876800000003,4.786027753333333,3.8085947,3.7472687858333336,0.7790669607686256
ind_cder_fin_ult1_dist_neg_flank_first,,4.1683313066666665,,3.946153045,2.89291054,3.669131630555556,0.6813443924013373
